winner,loser,white_pieces,black_pieces,moves,evaluations,material_advantage,move_count
White,Black,Stockfish,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,"c4d5, d8d5, b1c3, d5c5, d2d4, b8a6, d4c5, h7h6, c5c6, a6b4, a2a3, c8h3, c6b7, g7g6, b7a8q, h3c8, a8c8","[0.0081, 0.0069, 0.0065, 0.0182, 0.0175, 0.0748, 0.0739, 0.0789, 0.0794, 0.0929, 0.0943, 0.1251, 0.1315, 0.9998, 0.9999, 0.9999, 1.0]","1, 0, 0, 0, 0, 0, 9, 9, 9, 9, 9, 9, 10, 10, 23, 23, 26",17
Black,White,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,Stockfish,"d1g4, d4c2, e1d1, c2a1, g4e6, d7e6, f1a6, b8a6, b1c3, d8d3, f2f4, d3f1","[-0.0585, -0.0647, -0.0668, -0.0688, -0.1276, -0.1226, -0.1609, -0.1632, -0.1656, -0.1709, -0.9999, -1.0]","-3, -4, -4, -9, -9, -18, -18, -21, -21, -21, -21, -21",12
White,Black,Stockfish,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,"c2c3, d7d5, c3d4, h7h6, b1c3, f7f5, d1h5, e8d7, g1f3, g7g5, f3e5, d7d6, c3b5, d6e6, h5f7","[0.0123, 0.0158, -0.005, -0.0016, -0.0018, 0.0403, 0.0446, 0.0443, 0.0448, 0.9997, 0.9998, 0.9998, 0.9999, 0.9999, 1.0]","-3, -3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",15
Black,White,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,Stockfish,"c7c5, e2e3, g8f6, b1c3, b8c6, f3h4, f8d6, d4c5, d6c5, c1d2, e6e5, c3a4, c5e7, b2b3, e5e4, d2b4, e7b4, a4c3, b4c3, e1e2, d5d4, h4g6, h7g6, b3b4, c8g4, f2f3, e4f3, e2f2, f6e4, f2g1, f3f2","[-0.0011, -0.0015, -0.0013, -0.0061, -0.0062, -0.0113, -0.0105, -0.0145, -0.0134, -0.0213, -0.0213, -0.0195, -0.0196, -0.0305, -0.0348, -0.0718, -0.0687, -0.1111, -0.1124, -0.1226, -0.1209, -0.1484, -0.1504, -0.9991, -0.9992, -0.9992, -0.9993, -0.9998, -0.9999, -0.9999, -1.0]","0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, -3, -3, -6, -6, -6, -6, -9, -9, -9, -9, -10, -10, -10, -10, -10",31
White,Black,Stockfish,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,"e4d5, c8d7, d2d4, h7h6, g1f3, b7b6, b1c3, d7f5, f3e5, h6h5, d1f3, d8d5, c3d5, h5h4, f3f5, e8d8, e5f7, d8e8, d5c7","[0.0077, 0.015, 0.0151, 0.0203, 0.0205, 0.0318, 0.0304, 0.0434, 0.0449, 0.0662, 0.0679, 0.156, 0.2, 0.9997, 0.9998, 0.9998, 0.9999, 0.9999, 1.0]","1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 9, 9, 12, 12, 13, 13, 14",19
Black,White,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,Stockfish,"a2a4, d5e4, b2b4, c5b4, g1f3, e4f3, d2d4, g8f6, e1d2, d8d4, f1d3, f6e4, d2e1, d4f2","[-0.0101, -0.0089, -0.0286, -0.0292, -0.061, -0.061, -0.0595, -0.0623, -0.092, -0.0939, -0.9998, -0.9999, -0.9999, -1.0]","0, -1, -1, -2, -2, -5, -5, -5, -5, -6, -6, -6, -6, -7",14
White,Black,Stockfish,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,"c4d5, g7g6, g1f3, c8h3, g2h3, d8d6, b1c3, d6e6, d5e6, b8c6, e6f7, e8d8, f7g8q, c6a5, g8d5, d8e8, c3b5, h7h6, b5c7","[0.0067, 0.0102, 0.011, 0.0595, 0.0561, 0.0642, 0.0619, 0.1216, 0.1258, 0.1289, 0.1294, 0.1491, 0.1519, 0.9991, 0.9994, 0.9994, 0.9995, 0.9999, 1.0]","1, 1, 1, 1, 4, 4, 4, 4, 13, 13, 14, 14, 25, 25, 25, 25, 25, 25, 26",19
Black,White,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,Stockfish,"d6d5, f2f3, d5e4, e1d2, d8d4, d2e1, d4d1, e1f2, d1c1, b1c3, f8c5, f2g3, c5d6, f3f4, c1f4, g3h3, e6e5, g2g4, f4g4","[0.0038, -0.0069, -0.0067, -0.0358, -0.0371, -0.0364, -0.0375, -0.1425, -0.1432, -0.9995, -0.9996, -0.9996, -0.9997, -0.9997, -0.9998, -0.9998, -0.9999, -0.9999, -1.0]","0, 0, -1, -1, -2, -2, -11, -11, -14, -14, -14, -14, -14, -14, -15, -15, -15, -15, -16",19
White,Black,Stockfish,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,"b8d7, c1f4, d7c5, d4c5, f8c5, c2c4, e6e5, f4e5, g8f6, b1c3, f6h5, c3d5, c5f2, e1f2, b7b6, d5c7, e8f8, d1d8","[0.0018, 0.0009, 0.0397, 0.0393, 0.0384, 0.0389, 0.05, 0.0506, 0.0504, 0.0517, 0.0583, 0.0611, 0.0707, 0.0743, 0.092, 0.0939, 0.9999, 1.0]","0, 0, 0, 3, 2, 2, 2, 3, 3, 3, 3, 4, 3, 6, 6, 7, 7, 16",18
Black,White,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,Stockfish,"e7e5, b2b4, f8b4, b1a3, d7d5, f2f4, e5f4, a1b1, d8h4, g2g3, f4g3, b1a1, g3g2","[-0.0028, -0.0159, -0.0155, -0.0247, -0.0238, -0.0385, -0.0369, -0.0449, -0.0464, -0.0459, -0.0456, -0.9999, -1.0]","0, 0, -1, -1, -1, -1, -2, -2, -2, -2, -3, -3, -3",13
White,Black,Stockfish,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,"g8f6, c1b2, c7c5, e2e3, f6g4, d1g4, d8b6, b4b5, d7d5, g4c8, e8e7, b1c3, b6a6, c3d5, e7d6, c8c7, d6d5, c7e5","[-0.0065, -0.0078, -0.0001, -0.0008, 0.0396, 0.0412, 0.0522, 0.0514, 0.0756, 0.0775, 0.1084, 0.1142, 0.9994, 0.9995, 0.9995, 0.9996, 0.9999, 1.0]","0, 0, 0, 0, 0, 3, 3, 3, 3, 6, 6, 6, 6, 7, 7, 7, 4, 5",18
Black,White,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,Stockfish,"f6e4, c4d3, d7d5, d3c4, d5c4, h2h3, e4d6, b2b4, f8e7, d1f3, b8c6, f3d5, e8g8, d5c4, d6c4, g2g4, d8d4, h3h4, d4e4, e1f1, e4h1, c1b2, c8g4, d2d3, g4f3, a2a3, h1g2, f1e1, g2g1","[-0.0143, -0.0257, -0.0282, -0.0643, -0.0621, -0.0687, -0.0656, -0.0728, -0.0724, -0.0772, -0.0739, -0.0861, -0.0873, -0.1186, -0.1217, -0.1375, -0.1349, -0.1604, -0.2206, -0.2092, -0.3194, -0.9994, -0.9995, -0.9995, -0.9996, -0.9998, -0.9999, -0.9999, -1.0]","-1, -1, -1, -1, -4, -4, -4, -4, -4, -4, -4, -4, -4, -3, -12, -12, -12, -12, -12, -12, -17, -17, -18, -18, -18, -18, -18, -18, -21",29
White,Black,Stockfish,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,"e4d5, f7f5, f1c4, g8f6, b1c3, d8d7, c4b5, b7b6, b5d7, e8d8, d7c8, f6h5, c8b7, b8d7, b7a8, e7e6, d1h5, g7g6, h5h4, d7f6, h4f6, d8c8, f6e6, c8d8, a8c6, a7a5, e6d7","[0.0009, 0.0222, 0.0213, 0.0215, 0.0211, 0.0559, 0.0548, 0.0632, 0.066, 0.0893, 0.0902, 0.1294, 0.1315, 0.1326, 0.1369, 0.16, 0.1615, 0.1655, 0.1718, 0.9995, 0.9996, 0.9996, 0.9997, 0.9997, 0.9998, 0.9999, 1.0]","1, 1, 1, 1, 1, 1, 1, 1, 10, 10, 13, 13, 13, 13, 18, 18, 21, 21, 21, 21, 24, 24, 25, 25, 25, 25, 25",27
Black,White,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,Stockfish,"d1g4, d4c2, e1e2, d7d5, g4f4, d5e4, f4e4, c8f5, e4a4, c7c6, a4b3, c2a1, b3e6, d8d3, e2d1, d3f1, e6e1, f5c2","[-0.0559, -0.0674, -0.0805, -0.0798, -0.0789, -0.0788, -0.0808, -0.0815, -0.0825, -0.0811, -0.0966, -0.1002, -0.9996, -0.9997, -0.9998, -0.9999, -0.9999, -1.0]","-3, -4, -4, -4, -4, -5, -4, -4, -4, -4, -4, -9, -9, -9, -9, -12, -12, -12",18
White,Black,Stockfish,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,"h7h6, b1c3, g8f6, e2e4, h8g8, e4e5, c7c6, e5f6, e7e5, f6g7, d8a5, g7f8b, f7f6, f8d6, g8g6, d1h5, f6f5, h5g6, e8d8, g6g8","[0.0124, 0.0122, 0.0143, 0.0135, 0.0314, 0.0296, 0.052, 0.0504, 0.0565, 0.0556, 0.0847, 0.0848, 0.1385, 0.1563, 0.1946, 0.2899, 0.9998, 0.9999, 0.9999, 1.0]","0, 0, 0, 0, 0, 0, 0, 3, 3, 4, 4, 9, 9, 9, 9, 9, 9, 14, 14, 14",20
Black,White,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,Stockfish,"g8f6, h1g1, c7c5, c1d2, c5d4, g1h1, d8b6, e2e3, b6b2, e1e2, b2a1, h2h4, d4e3, d2c3, a1a2, c3e5, f6g4, g2g3, g4f2, d1d3, f2d3, e5f6, a2c2, e2e3, e6e5, f1g2, c2f2, e3d3, c8f5, d3c3, f2c2","[-0.0005, -0.01, -0.0113, -0.0178, -0.0188, -0.0332, -0.0311, -0.0463, -0.052, -0.0673, -0.0683, -0.0746, -0.074, -0.0764, -0.0729, -0.0852, -0.0879, -0.1066, -0.1105, -0.1289, -0.1343, -0.2026, -0.9988, -0.9993, -0.9994, -0.9997, -0.9998, -0.9998, -0.9999, -0.9999, -1.0]","0, 0, 0, 0, -1, -1, -1, -1, -2, -2, -7, -7, -8, -8, -9, -9, -9, -9, -10, -10, -19, -19, -20, -19, -19, -19, -19, -16, -16, -16, -16",31
White,Black,Stockfish,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,"b8a6, b1c3, b7b5, c4b5, g7g6, b5a6, c8a6, g1f3, a8b8, g2g3, a6b5, f1g2, b5c6, e2e4, f8g7, e1g1, d8c8, b2b3, f7f5, e4f5, b8b4, c1a3, c6a4, b3a4, c7c5, a3b4, h7h6, d4c5, c8c6, f5g6, d7d5, f3d4, c6d6, c5d6, e7e5, d1g4, h8h7, g4c8","[0.011, 0.0129, 0.0244, 0.0242, 0.0601, 0.0578, 0.0571, 0.0565, 0.0557, 0.055, 0.0638, 0.0597, 0.0615, 0.0589, 0.0575, 0.0587, 0.0628, 0.0621, 0.0644, 0.0655, 0.0682, 0.0701, 0.0939, 0.0961, 0.0964, 0.0991, 0.1207, 0.1258, 0.134, 0.1365, 0.1545, 0.1641, 0.1973, 0.9992, 0.9997, 0.9998, 0.9999, 1.0]","0, 0, 0, 1, 1, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 7, 7, 12, 12, 13, 13, 14, 14, 14, 14, 23, 23, 23, 23, 23",38
Black,White,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,Stockfish,"e7e5, g1e2, g8f6, b2b4, f8b4, a2a4, f6e4, c2c4, b4c5, c1a3, c5f2","[0.003, -0.0038, 0.0, -0.0189, -0.0185, -0.0309, -0.0311, -0.0406, -0.0408, -0.9999, -1.0]","0, 0, 0, 0, -1, -1, -2, -2, -2, -2, -3",11
White,Black,Stockfish,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,"b8a6, b1c3, f7f6, e2e4, h7h5, e4e5, a6b4, a2a3, b4c2, d1c2, d7d5, c2g6, e8d7, c4d5, c7c5, e5e6, d7d6, c1f4","[0.0107, 0.0104, 0.0172, 0.017, 0.027, 0.0271, 0.0375, 0.0369, 0.0706, 0.07, 0.1006, 0.1197, 0.12, 0.1217, 0.1286, 0.1401, 0.9999, 1.0]","0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 3, 3, 4, 4, 4, 4, 4",18
Black,White,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,Stockfish,"f8b4, f2f3, d7d5, e1f2, d8h4, g2g3, h4d4, f2g2, d4a1, a2a3, b4a5, e2e3, a1b1, f1d3, g8f6, g2f2, e5e4, a3a4, e4d3, d1e1, d3c2, e1f1, c8f5, h2h4, b8d7, f2e1, b1c1, e1e2, c1d2","[-0.0162, -0.0288, -0.0285, -0.0671, -0.0671, -0.0667, -0.0683, -0.0692, -0.0714, -0.0709, -0.0692, -0.0729, -0.0736, -0.0749, -0.0757, -0.0793, -0.0796, -0.0987, -0.1027, -0.1144, -0.1162, -0.1178, -0.1174, -0.1197, -0.1219, -0.999, -0.9992, -0.9999, -1.0]","-1, -1, -1, -1, -1, -1, -1, -1, -6, -6, -6, -6, -9, -9, -9, -9, -9, -9, -12, -12, -13, -13, -13, -13, -13, -13, -16, -16, -17",29
White,Black,Stockfish,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,"f8b4, a2a3, b4f8, b1c3, a7a6, g1f3, d8h4, f3h4, d7d5, c3d5, f7f6, d5c7, e8d8, c7a8, f6f5, d2d4, b8d7, d4e5, f8e7, h4f5, e7h4, d1d6, g7g6, f5g7, h4e7, d6c7","[0.0003, 0.0012, 0.0044, 0.0035, 0.0065, 0.0065, 0.0765, 0.0765, 0.0888, 0.0843, 0.1144, 0.1169, 0.1192, 0.1198, 0.1335, 0.1289, 0.1445, 0.1518, 0.1499, 0.1601, 0.9992, 0.9994, 0.9995, 0.9996, 0.9999, 1.0]","0, 0, 0, 0, 0, 0, 0, 9, 9, 10, 10, 11, 11, 16, 16, 16, 16, 17, 17, 18, 18, 18, 18, 18, 18, 18",26
Black,White,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,Stockfish,"b1a3, d5e4, b2b3, a7a6, c2c4, g8f6, d2d4, c5d4, c1h6, g7h6, h2h3, b8c6, d1e2, d8a5, e1d1, a5a3, g2g4, d4d3, e2e4, f6e4, g4g5, a3b2, c4c5, b2a1","[-0.0094, -0.0104, -0.0143, -0.0135, -0.0288, -0.0281, -0.0549, -0.0543, -0.0813, -0.0805, -0.0853, -0.0834, -0.089, -0.0964, -0.0989, -0.101, -0.1053, -0.1071, -0.1626, -0.1696, -0.9998, -0.9999, -0.9999, -1.0]","0, -1, -1, -1, -1, -1, -1, -2, -2, -5, -5, -5, -5, -5, -5, -8, -8, -8, -7, -16, -16, -16, -16, -21",24
White,Black,Stockfish,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,"c4d5, e7e6, d5e6, b8d7, e6d7, e8e7, d7c8q, h7h5, c8b7, d8e8, b7e4, e7d8, e4a8, d8e7, a8a7, e8b5, b1c3, e7d7, c3b5, h8h6, a7c7, d7e6, d1b3, e6f6, b3f7, f6g5, c7g3","[0.0065, 0.011, 0.0101, 0.0582, 0.0553, 0.0867, 0.0889, 0.1407, 0.1422, 0.1732, 0.175, 0.1805, 0.1823, 0.1818, 0.1827, 0.1868, 0.2067, 0.2972, 0.9993, 0.9995, 0.9996, 0.9996, 0.9997, 0.9998, 0.9999, 0.9999, 1.0]","1, 1, 2, 2, 5, 5, 16, 16, 17, 17, 17, 17, 22, 22, 23, 23, 23, 23, 32, 32, 33, 33, 33, 33, 34, 34, 34",27
Black,White,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,Stockfish,"f8b4, c1a3, b4a3, d2d3, a3b2, c2c4, b2a1, d3d4, e5d4, h2h4, g8f6, g1h3, d7d5, f2f4, d5c4, g2g4, f6g4, e2e4, d8h4, e1e2, g4e3, b1c3, a1c3, d1e1, c8g4","[-0.0165, -0.0253, -0.0246, -0.0718, -0.0699, -0.0737, -0.0739, -0.0776, -0.0803, -0.0829, -0.0843, -0.0848, -0.0857, -0.1064, -0.1075, -0.1262, -0.1245, -0.1481, -0.1504, -0.1592, -0.1672, -0.9991, -0.9992, -0.9999, -1.0]","-1, -1, -4, -4, -4, -4, -9, -9, -10, -10, -10, -10, -10, -10, -11, -11, -12, -12, -13, -13, -13, -13, -16, -16, -16",25
White,Black,Stockfish,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,"e4d5, c8d7, d2d4, d7c6, d5c6, e7e6, c6b7, b8a6, f1b5, e8e7, b7a8r, d8b8, c1g5, e7d6, d1f3, b8b7, a8d8","[0.0072, 0.0152, 0.0161, 0.0601, 0.0591, 0.0718, 0.0704, 0.0961, 0.0992, 0.1002, 0.1002, 0.1409, 0.1408, 0.9988, 0.999, 0.9999, 1.0]","1, 1, 1, 1, 4, 4, 5, 5, 5, 5, 14, 14, 14, 14, 14, 14, 14",17
Black,White,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,Stockfish,"g8f6, b1a3, f6e4, d1e2, d6d5, h2h4, c7c5, c1g5, f7f6, a1d1, f6g5, e2g4, e6e5, a3b1, c8g4, d4e5, g4d1, a2a4, d8a5, b1c3, e4c3, f1b5, c3b5, e1f1, a5a4, c2c4, a4c4, g1e2, c4e2, f1g1, b5d4, h1h2, e2e1","[0.0029, -0.0109, -0.0137, -0.0219, -0.0228, -0.0326, -0.0347, -0.0428, -0.0439, -0.0585, -0.0582, -0.0643, -0.0623, -0.1039, -0.1039, -0.1267, -0.1271, -0.1383, -0.1397, -0.1445, -0.1485, -0.155, -0.1686, -0.175, -0.1832, -0.2115, -0.2159, -0.2169, -0.9993, -0.9993, -0.9995, -0.9999, -1.0]","0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -4, -4, -4, -4, -13, -12, -17, -17, -17, -17, -20, -20, -23, -23, -24, -24, -25, -25, -28, -28, -28, -28, -28",33
White,Black,Stockfish,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,"g8f6, b1c3, f6d5, c4d5, g7g5, c1g5, h7h5, a1c1, f7f5, h2h4, e7e6, g5d8, f8g7, d8c7, e6e5, d4e5, g7h6, e2e3, b7b5, d1h5, e8e7, h5g6, h6f4, c7d6, e7d8, g6f6, d8e8, f6e7","[0.0092, 0.0094, 0.0613, 0.0598, 0.07, 0.069, 0.074, 0.0719, 0.0822, 0.0813, 0.0907, 0.0946, 0.1226, 0.1224, 0.1308, 0.1324, 0.1436, 0.1545, 0.9993, 0.9994, 0.9995, 0.9996, 0.9997, 0.9998, 0.9998, 0.9999, 0.9999, 1.0]","0, 0, 0, 3, 3, 4, 4, 4, 4, 4, 4, 13, 13, 14, 14, 15, 15, 15, 15, 16, 16, 16, 16, 16, 16, 16, 16, 16",28
Black,White,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,Stockfish,"g8f6, f1b5, c7c6, g2g3, c6b5, d1d2, f6e4, c2c3, e4d2, e1d1, d2b1, f2f3, d8a5, c3c4, b5c4, a1b1, a5a2, c1f4, a2b1, f4c1, d6d5, b2b3, c4b3, f3f4, b3b2, d1d2, b2c1q, d2e2, b1e4, e2f2, c1e1","[0.0032, 0.0, 0.0004, -0.0524, -0.0512, -0.0627, -0.0614, -0.0811, -0.0826, -0.1135, -0.11, -0.1185, -0.1179, -0.131, -0.1351, -0.1406, -0.1457, -0.1504, -0.1578, -0.1663, -0.1695, -0.4917, -0.999, -0.9994, -0.9995, -0.9997, -0.9998, -0.9998, -0.9999, -0.9999, -1.0]","0, 0, 0, 0, -3, -3, -4, -4, -13, -13, -16, -16, -16, -16, -17, -14, -15, -15, -20, -20, -20, -20, -21, -21, -21, -21, -32, -32, -32, -32, -32",31
White,Black,Stockfish,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,"d8f6, g1f3, c7c6, c1g5, f6g6, e4e5, f7f5, g5f4, g6g2, f1g2, b8a6, e5d6, b7b5, f3e5, a8b8, d1h5, e8d8, e5c6, d8d7, h5f7, f8e7, d6e7, a6c7, c6b8","[0.0115, 0.0114, 0.0147, 0.0152, 0.014, 0.0144, 0.02, 0.0208, 0.0761, 0.0761, 0.0866, 0.087, 0.1043, 0.1017, 0.9992, 0.9993, 0.9995, 0.9996, 0.9996, 0.9997, 0.9997, 0.9998, 0.9999, 1.0]","0, 0, 0, 0, 0, 0, 0, 0, -1, 8, 8, 9, 9, 9, 9, 9, 9, 10, 10, 10, 10, 13, 13, 18",24
Black,White,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,Stockfish,"f8b4, g1f3, e5e4, c1a3, b4a3, d1c1, a3c1, c2c4, c1b2, f3h4, d8h4, e2e3, b2a1, g2g3, h4f6, f1d3, e4d3, g3g4, f6f3, h2h4, f3h1","[-0.0171, -0.0185, -0.0181, -0.058, -0.0578, -0.1139, -0.1147, -0.1271, -0.1291, -0.1462, -0.1472, -0.1475, -0.1481, -0.1475, -0.1498, -0.165, -0.1691, -0.9994, -0.9995, -0.9999, -1.0]","-1, -1, -1, -1, -4, -4, -13, -13, -13, -13, -16, -16, -21, -21, -21, -21, -24, -24, -24, -24, -29",21
White,Black,Stockfish,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,"c7c6, d3d4, e8e7, c1g5, g8f6, e4e5, b8a6, g1f3, a8b8, g5h4, d8a5, b1d2, b7b6, c2c3, a5b4, c3b4, e7d8, e5f6, c8d7, f6g7, d8c8, f1a6, c8c7, g7h8q, e6e5, h8e5, f8d6, d2e4, b8h8, e5d6","[0.0169, 0.0161, 0.0325, 0.034, 0.0554, 0.0548, 0.0588, 0.0583, 0.0656, 0.0643, 0.0726, 0.0692, 0.0779, 0.0757, 0.115, 0.117, 0.1215, 0.1221, 0.2334, 0.2443, 0.2548, 0.278, 0.2785, 0.289, 0.9993, 0.9994, 0.9994, 0.9995, 0.9999, 1.0]","1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 10, 10, 13, 13, 14, 14, 17, 17, 30, 30, 31, 31, 31, 31, 34",30
Black,White,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,Stockfish,"d6d5, b1a3, f8a3, e1d2, d5e4, d2e1, a3e7, g1e2, g8f6, a2a4, b8c6, a4a5, e8g8, f2f3, e4f3, g2g4, f3e2, e1f2, e2d1q, a1b1, d8d4, c1e3, d1d2, f2g3, d4g4","[0.004, -0.0126, -0.0141, -0.0598, -0.0585, -0.0588, -0.0587, -0.0604, -0.0597, -0.0639, -0.0621, -0.0631, -0.0631, -0.0715, -0.0665, -0.0932, -0.0886, -0.9994, -0.9995, -0.9996, -0.9997, -0.9997, -0.9998, -0.9999, -1.0]","0, 0, -3, -3, -4, -4, -4, -4, -4, -4, -4, -4, -4, -4, -5, -5, -8, -8, -25, -25, -26, -26, -26, -26, -27",25
White,Black,Stockfish,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,"g7g6, d2d4, b7b6, b1c3, b6b5, f1b5, e7e5, d4e5, f8b4, d1d3, f7f5, e4f5, b4c5, f5g6, d8f6, e5f6, c5b6, f6f7, e8f8, f7g8q, f8e7, c1g5","[0.0075, 0.0067, 0.0108, 0.0097, 0.0245, 0.0251, 0.0408, 0.0419, 0.0463, 0.0455, 0.0546, 0.0561, 0.0694, 0.0742, 0.1324, 0.1472, 0.9995, 0.9996, 0.9996, 0.9997, 0.9999, 1.0]","0, 0, 0, 0, 0, 1, 1, 2, 2, 2, 2, 3, 3, 4, 4, 13, 13, 13, 13, 24, 24, 24",22
Black,White,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,Stockfish,"d6d5, g1e2, d5e4, c1f4, b7b6, h2h4, c8b7, d4d5, e6d5, e2c1, f8b4, e1e2, b7a6, d1d3, e4d3, e2e3, d8e7, f4e5, e7e5, e3f3, e5e4, f3g3, b4d6, f2f4, e4f4, g3h3, f4g3","[0.0028, -0.0058, -0.0042, -0.0054, -0.0073, -0.0097, -0.0093, -0.0182, -0.0178, -0.0372, -0.0369, -0.064, -0.067, -0.0957, -0.0977, -0.1294, -0.1381, -0.9995, -0.9996, -0.9996, -0.9997, -0.9997, -0.9998, -0.9998, -0.9999, -0.9999, -1.0]","0, 0, -1, -1, -1, -1, -1, -1, -2, -2, -2, -2, -2, -2, -11, -11, -11, -11, -14, -14, -14, -14, -14, -14, -15, -15, -15",27
White,Black,Stockfish,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,"g7g6, d2d4, g8f6, g2g3, d7d5, g1f3, f6g8, c2c4, e7e5, f3e5, f8b4, b1c3, b8d7, c4d5, d7b6, f1g2, d8d5, g2d5, g8e7, d5f7, e8d8, d1b3, e7f5, b3b4, c7c6, c1g5, f5e7, b4e7","[-0.0015, -0.0021, -0.0025, -0.0032, -0.0023, -0.0017, 0.0057, 0.0045, 0.0192, 0.0195, 0.0275, 0.0293, 0.0349, 0.0373, 0.0473, 0.0453, 0.0716, 0.0733, 0.1075, 0.1116, 0.1114, 0.1101, 0.1326, 0.1373, 0.9992, 0.9993, 0.9999, 1.0]","0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 2, 2, 2, 1, 10, 10, 11, 11, 11, 11, 14, 14, 14, 14, 17",28
Black,White,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,Stockfish,"g1h3, g8f6, d2d3, d5e4, h3f4, b8c6, d3e4, d8d1, e1d1, f6e4, f1a6, b7a6, c2c3, e4f2, d1e1, f2h1, a2a4, c8f5, c1d2, a8d8, f4g6, h7g6, b2b4, h8h2, d2c1, h2g2, c1f4, g2g1, e1e2, f5g4, e2e3, g1e1","[-0.0084, -0.0112, -0.014, -0.0134, -0.0176, -0.019, -0.0175, -0.0174, -0.0188, -0.0177, -0.0596, -0.0577, -0.0757, -0.0792, -0.0783, -0.0784, -0.0815, -0.0816, -0.0866, -0.0879, -0.1321, -0.1432, -0.1678, -0.1855, -0.9993, -0.9994, -0.9997, -0.9998, -0.9998, -0.9999, -0.9999, -1.0]","0, 0, 0, -1, -1, -1, 0, -9, 0, -1, -1, -4, -4, -5, -5, -10, -10, -10, -10, -10, -10, -13, -13, -14, -14, -15, -15, -15, -15, -15, -15, -15",32
White,Black,Stockfish,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,"g1f3, b8c6, d2d4, a7a6, d4d5, g7g5, d5c6, f8h6, d1d5, d8e7, c6b7, e8d8, b7a8q, g5g4, a8c8, d8c8, d5a8","[0.0035, 0.0042, 0.0029, 0.0162, 0.0157, 0.0523, 0.0509, 0.0624, 0.0647, 0.0681, 0.0666, 0.1723, 0.1836, 0.9998, 0.9999, 0.9999, 1.0]","0, 0, 0, 0, 0, 0, 3, 3, 3, 3, 4, 4, 17, 17, 20, 11, 11",17
